episode_number,episode_pid,episode_title,episode_date,track_type,title,artist,release_year,original_year,is_cover,original_artist,genre1,genre2,genre3,other_genres,spotify_id,album_art_url,mb_recording_id,mb_work_id,source,needs_review,notes
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,featured,Hips Don’t Lie,Shakira,2005,,False,Omar Alfanno,latin pop,,,,3d0WouFnFmr0K3kjeza3fF,https://i.scdn.co/image/ab67616d0000485185432abc16fd92be0d435cb9,dafa327d-117a-4c81-86aa-751cf920af0c,73bfad70-4c95-3aa6-9941-62ebfb7215e6,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,featured,Zithande,Freshlyground,2004,,False,,afro soul,afropop,dubstep,,6POnCFfPhnIAL5VSh4YqyC,https://i.scdn.co/image/ab67616d0000485130ce2ab65baf730661cc3673,62e40506-4768-48f5-a0ce-93b9afc12172,,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,featured,"Another Brick in the Wall, Part 2,",Pink Floyd,1979,,False,Roger Waters,protest song,,,,4gMgiXfqyzZLMhsksGmbQV,https://i.scdn.co/image/ab67616d00004851b694e89ba937dd2631ff584c,14ffe8e3-b5b8-443f-b456-e13cd81f8d99,e4207803-df79-37ca-9825-4f92bf6cea89,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,featured,"String Quartet No 8, 2nd mvt: Allegro Molto",Dmitri Shostakovich,2015,,False,,classical,chamber music,orchestral,,3DL7joEwJDh9Enw9IBSnjp,https://i.scdn.co/image/ab67616d00004851b32ef5001b463c0f5f6ba573,e3e4611e-05e1-4629-a27f-a3c152c3eae6,,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,featured,Big Yellow Taxi,Joni Mitchell,1970,,False,Joni Mitchell,folk,jazz,pop,,6UkMcAA19lTdjs22jtB7o2,https://i.scdn.co/image/ab67616d00004851b80ea8399313aeffb10b0acb,d84a716c-1377-46a3-b2dc-5a8268e9ed00,be39cb45-a437-43dc-b484-1cd13c4a43c3,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,Rock Your Baby,George McCrae,2010,,False,Harry Wayne Casey,disco,classic soul,,,6pMHMzwTsWIxLigr54GGVm,https://i.scdn.co/image/ab67616d00004851077d7271b180ff4d3e1f7cd7,638c0374-9913-49a9-88c7-58b30cf4bc6f,0fdcb3d0-7b46-3dfd-901c-40245fd12ddf,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,Our Gilded Veins,Jay Capperauld,2024,,False,Jay Capperauld,,,,,5w92ZXzrF1lPzITV0oGDkW,https://i.scdn.co/image/ab67616d00004851f7f2980ca39cb07ca9a24394,9937cfe7-1476-4db3-ad53-4aa23268a146,af74b9ef-2129-4fd9-940d-5337af568ea3,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,With Love,Thin Lizzy,1979,,False,,classic rock,hard rock,,,0zvT55qvpBL4tlz0UbPjd5,https://i.scdn.co/image/ab67616d000048511008d9c7f2a0ba80cde5decc,4d4c6f57-db4c-4279-a2be-15010f53cb14,,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,Amores Como El Nuestro,Jerry Rivera,1992,,False,Omar Alfanno,salsa,merengue,,,3dUOVExxPh0nmE6DtYVWIE,https://i.scdn.co/image/ab67616d0000485110a9f305f4826ba8ce8bfaa0,2108c7ac-a658-4c3a-990f-aa64df7dfa02,3d24c7d5-322c-45fe-b7ac-f62e26dc299a,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,Dance Like This,Wyclef Jean,2005,,False,,latin pop,,,,3d0WouFnFmr0K3kjeza3fF,https://i.scdn.co/image/ab67616d0000485185432abc16fd92be0d435cb9,f1dde06f-10ee-44b8-b696-084467190bb7,,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,The Time of Our Lives,Toni Braxton and Il Divo,2011,,False,Jörgen Elofsson,soft pop,,,,3bNv3VuUOKgrf5hu3YcuRo,https://i.scdn.co/image/ab67616d00004851e63ac9f24aab9acc90f81960,0a6d0aa5-b024-428d-b0cf-1d28757ecf01,e574144a-7675-4fb6-b272-d987b241b355,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,Waka Waka (This Time for Africa),Shakira and Freshlyground,2010,,False,John Hill,latin pop,,,,6bNB5gxFX6Q87DbQWb8OWZ,https://i.scdn.co/image/ab67616d00004851d6da56e427f7f87f0e544c6f,22556a4a-10ca-4263-96f0-aac570313a84,899a7596-70e8-460f-a9fe-672e5775e375,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,Chicken to Change,Freshlyground,2010,,False,,afro soul,afropop,dubstep,,0IdRpO87rtKXmFVLkLrKmH,https://i.scdn.co/image/ab67616d000048516cc056259589965a30be847f,dd4ff7fc-a12a-47a4-9ceb-fb3655cdfd19,,spotify+musicbrainz,False,
113,m002rt1g,Debbie Wiseman and Jay Capperauld head to Colombia,2026-02-27,background,Endlings,Jay Capperauld,2025,,False,,,,,,4wglXBRyvc4lkwq0QVrJdp,https://i.scdn.co/image/ab67616d000048518b3fb28d8bc2670b73ebf898,1cadd004-8c24-4716-9090-7d18bf2fc569,,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,featured,Do I Ever Cross Your Mind,Dolly Parton & Chet Atkins,2001,,False,Dolly Parton,,,,,0Gc5rsNFs2l5TKxeSLAYyK,https://i.scdn.co/image/ab67616d0000485198d45108d4de34dd52f29c78,89059bc6-a699-4b95-8e58-a99d355b4633,3d54a445-dd0c-43e0-b9c5-f1c18a992516,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,featured,"Tre sbirri, una carrozza...Te Deum",Giacomo Puccini,2007,,False,Giacomo Puccini,opera,classical,,,778j3bzKxfIeMlBfX7LOoZ,https://i.scdn.co/image/ab67616d000048515a7d58154c930f498a0ec6df,aca67bf8-8b17-43d7-a1ab-7e2e9333c449,c91dbb43-ab51-3a68-9484-69bb9a592b50,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,featured,Sober,Lorde,2017,,False,Jack Antonoff,art pop,pop,synthpop,,7eElVgPcxDqmgGrSwVFI74,https://i.scdn.co/image/ab67616d00004851f8553e18a11209d4becd0336,b3792745-671a-4bb0-b61a-3f0e1d0a79af,b2ac2362-b9e4-4b22-bc2d-6ad3c24a2b58,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,featured,Memory,Elaine Paige,1983,,False,Andrew Lloyd Webber,andean music,,,,6wNNhduAv04cytUxHgYv1F,https://i.scdn.co/image/ab67616d0000485147483bb2b0a9bb1169526708,bc5f69b1-a516-4444-a49b-2a689061dbc4,46265a94-a7f7-3fab-ae9b-b7caca3379dc,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,featured,With Love,Thin Lizzy,1979,,False,,classic rock,hard rock,,,0zvT55qvpBL4tlz0UbPjd5,https://i.scdn.co/image/ab67616d000048511008d9c7f2a0ba80cde5decc,4d4c6f57-db4c-4279-a2be-15010f53cb14,,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,background,Gypsy Sahara,Taraf de Haïdouks & Kočani Orkestar,2011,,False,,,,,,3J5Pu11iuU9JRR3QgEeqox,https://i.scdn.co/image/ab67616d00004851c426bb4153161384428e89fd,9618e23a-b3bf-44a2-956b-10f08b6af273,,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,background,The Outside,Taylor Swift,2006,,False,Taylor Swift,,,,,5Tj2MqcFMf60CaGsKbM1aq,https://i.scdn.co/image/ab67616d00004851c909d4e47de2ab0636f46d64,97dce589-e866-48a8-8b08-7f499b9464dc,bed40b3a-2786-4fc0-9e22-2bf143c93c1d,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,background,Four Walls,Jim Reeves,1957,,False,George Campbell,classic country,country christian,,,3s7F03OAOxThK2WRKPKJb5,https://i.scdn.co/image/ab67616d000048519f39b0693e70cdc5298b292d,272f561a-64dd-4c0d-a948-809a2e1db778,d5f339e5-1cd2-3c37-9c72-7c9686290bcd,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,background,Oh Lonesome Me,Don Gibson,1958,,False,Don Gibson,classic country,traditional country,,,5NfJlu8F8zfoBEXfjPnk10,https://i.scdn.co/image/ab67616d000048519119d2e1293b5e31a9cf709e,6375fcb9-8b0c-4438-b08f-3a2a138cf0ee,a19509df-c30b-3beb-8b15-5a31ad36d24f,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,background,Royals,Lorde,2013,,False,Joel Little,list song,,,,4SDWMFvYJKtK1QPhIOeZhd,https://i.scdn.co/image/ab67616d00004851244fb8bb9594476ab5cb39b9,e89d0494-2008-40b2-9925-650738750555,b44e94f0-c5c7-4805-a593-c7d9fa696d71,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,background,Parisienne Walkways,Gary Moore,1978,,False,,blues,blues rock,,,6z4VNjyxLfRXRx23gzl51x,https://i.scdn.co/image/ab67616d0000485115334b45984cf101d73254fd,aed3587e-6b85-4d22-8e67-789b3e5016ae,,spotify+musicbrainz,False,
112,m002rf0p,Errollyn Wallen and Richard Stilgoe head to Nashville,2026-02-20,background,The Boys are Back in Town,Thin Lizzy,1976,,False,,classic rock,hard rock,,,43DeSV93pJPT4lCZaWZ6b1,https://i.scdn.co/image/ab67616d00004851e8f69ab903901064b1f19249,d124db15-cfd0-47f3-ab68-9fd89a21dde4,,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,featured,[03'55] Love is in the Air,John Paul Young,2006,,False,Harry Vanda,,,,,4v2K1ZcRXUc87CLtEXI3Pf,https://i.scdn.co/image/ab67616d0000485194296e9c72ad8ba4c3ba7c56,ffda1330-1e30-47c5-9a59-4250b84d4683,f7b09eb8-08a3-3bfe-a25d-745c2d723117,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,featured,[11'07] Love’s Dream,Rick Wakeman ft Roger Daltrey,2002,,False,Rick Wakeman,progressive rock,art rock,,,6ieIR2PQhVTw3aMRVK6fhG,https://i.scdn.co/image/ab67616d000048519e64c35870fce32a70777af6,768f2373-e823-4c78-b3eb-9d9b368b77e5,1bc28fd6-7d91-4785-83b2-bbfba860efb7,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,featured,[18'40] Thor: Ragnarok,Mark Mothersbaugh,2017,,False,Mark Mothersbaugh,,,,,4Jm9RwZ2C46J06ARRllUs5,https://i.scdn.co/image/ab67616d00004851542b3dccd4438a7440e06f4f,e7ba8752-50f8-47c5-88f0-965bc8bd4b87,9e7a819a-5ef6-4cad-979e-fbf6bea6145d,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,featured,[25'45] Allegro moderato from Violin Concerto No 1 in B-flat Major,Mozart,2000,,False,Wolfgang Amadeus Mozart,classical,opera,classical piano,,64ta7ZvTJeThz7Ns4LmAHS,https://i.scdn.co/image/ab67616d00004851090a733b18a002f070bab6a4,c379fa30-52b9-42f0-a32c-63db97b18790,247c2579-4284-3c4a-b117-2082651495a8,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,featured,[33'40] The Outside,Taylor Swift,2024,,False,Taylor Swift,,,,,2McT2fkH0VDqPsbiB9HWPq,https://i.scdn.co/image/ab67616d000048519c654f315df05ae7c6ec8980,97dce589-e866-48a8-8b08-7f499b9464dc,bed40b3a-2786-4fc0-9e22-2bf143c93c1d,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,background,Berghain,Rosalía ft Björk,2025,,False,Björk,latin,,,,6V4ntlX6608rd3Ec5SpVhj,https://i.scdn.co/image/ab67616d0000485108256748d3e6c3ed016cab16,9f65c302-eecb-461f-9dd7-737c80ef1d0a,7e02a7a8-7230-484d-aee4-de7ddbfd9e59,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,background,Whip it,DEVO,1993,,False,Gerald Casale,new wave,post-punk,synthpop,,6QG0wcgoCsa9pqFyTg0rRO,https://i.scdn.co/image/ab67616d00004851625d37928c6762cb64780539,e46f4d4e-a2f5-468c-9c90-16cc9e00fcc4,c0ac72da-9ae4-36fa-a3ed-48ba55c08534,spotify+musicbrainz,False,
111,m002r4yk,Rick Wakeman and Aoife Ní Bhriain launch the new series,2026-02-13,background,Arena Fight,Mark Mothersbaugh,2017,,False,Mark Mothersbaugh,,,,,0yUYxPdVRKEOvu0HEu9f7h,https://i.scdn.co/image/ab67616d00004851542b3dccd4438a7440e06f4f,a724d973-a350-40c7-b98d-149752ef4838,b0c0a965-6668-49fa-96b9-37ed34125880,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,featured,Sleigh Ride,Ella Fitzgerald,1960,,False,,jazz,vocal jazz,swing music,,4ukUoXLuFzMixyZyabSGc4,https://i.scdn.co/image/ab67616d0000485156849c42c652a7e4025fd6eb,39ba41c4-7659-47ef-a7e3-3193cdb0e58b,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,featured,Sinfonia from The Christmas Oratorio,J S Bach,2005,,False,Johann Sebastian Bach,baroque,classical,classical piano,,1BHQQ9y74t0ljxoH6Jhate,https://i.scdn.co/image/ab67616d0000485122798917388fb0641c6f3b53,960179c0-6503-4999-8339-b150b9877e56,bd0cf9fe-f1b5-3ee3-bed8-6143b9c81260,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,featured,"Carol of the Bells by The Sixteen, written",Mykola Leontovych and Peter Wilhousky,2025,,False,,,,,,60bVqEfzSfsUPTiuqdmLCR,https://i.scdn.co/image/ab67616d00004851366a68329e0235e0c57baa0f,c649942a-aed6-4903-8263-50e221341f18,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,featured,Step into Christmas,Elton John and Bernie Taupin,1974,,False,,,,,,11P4sSu6BH2lAbWk1sL6cK,https://i.scdn.co/image/ab67616d0000485168f5959744717483eed212b2,3e091105-ed38-4d8e-a494-7b2790e3c42c,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,featured,Feliz Navidad,José Feliciano,2001,,False,,christmas,bolero,villancicos,,7taXf5odg9xCAZERYfyOkS,https://i.scdn.co/image/ab67616d00004851bf203d76f2bea51656862edd,cd5a8a41-4a92-4fbe-b360-fa5e2aa83f95,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Hark! The Herald Angels Sing,The Torero Band,1968,,False,,christmas,brass band,,,2kqkKlKqhaX0m4uuEgf3VA,https://i.scdn.co/image/ab67616d00004851e353e6f954ac9c288bd2aa52,636dd713-efde-40f0-86a5-a1b2475ba7b7,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Sleigh Ride,the Boston Pops Orchestra,1998,,False,,christmas,,,,6iPts9xlqad89veX2qCYlx,https://i.scdn.co/image/ab67616d00004851128bca56063b5bc1ba14ef58,eb8fc490-2b7d-4765-bab2-0b52b13eb4b1,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Sleigh Ride,The Andrews Sisters,2021,,False,Leroy Anderson,christmas,christmas music,holiday,,2uW8n0iEIZlGBiFjGX0uQb,https://i.scdn.co/image/ab67616d00004851bf308857ea1bfdc4ac862c86,e6d0d65a-b7cc-494b-841e-0ceab4b22342,77432d89-9968-300d-9eee-d5b2a8fafaea,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Sleigh Ride,The Ronettes,1963,,False,,christmas,,,,5ASM6Qjiav2xPe7gRkQMsQ,https://i.scdn.co/image/ab67616d000048510899a5627109fbfd913f1727,ccd114ec-70a0-4341-85cc-a4565754590a,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Christmas Oratorio Pt 1,J S Bach,2018,,False,Johann Sebastian Bach,baroque,classical,classical piano,,5GZRXoRq0Y49e6EoTEYgt4,https://i.scdn.co/image/ab67616d00004851b6ad85b10b36521d88827815,71aa378d-81a0-4689-8d6f-9ca92ae98998,abf0bcd5-3b3a-3f66-a51d-d9b0a2d009c0,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Shchedryk,Mykola Leontovych,2016,,False,,,,,,0bDYZlDDHs3X8glju4aZlN,https://i.scdn.co/image/ab67616d00004851959792f8ce814d8db67855e4,84554e59-5ccc-49a8-8a12-0600a7a1173e,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Ho! Ho! Ho! (Who'd Be a Turkey at Christmas),Elton John and Bernie Taupin,1973,,False,,,,,,1VXgLmMVNVIxI1iTB4oIli,https://i.scdn.co/image/ab67616d00004851131c8406cee3daf179663565,b2b656bf-0d9f-4c6c-b532-e52fc8be973a,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Rudolph the Red Nosed Reindeer,Elton John,2023,,False,Johnny Marks,christmas,christmas music,holiday,,1ipBwjVrQcxBrn1teVZLMh,https://i.scdn.co/image/ab67616d00004851475a77face6df6059d0aac13,e6467b14-c0e8-4bd1-8bbb-bc238e8495cd,1c10650d-16a6-33f0-bc38-68597c0f46da,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Maoz Tzur,The Maccabeats,2015,,False,,,,,,50l5C1hyJVPU33JDmXtbAf,https://i.scdn.co/image/ab67616d00004851e699c016e746ccd5a9c252f9,cc5d35f2-8a8f-4ad8-9140-328e2da45b8d,,spotify+musicbrainz,False,
110,m002nl2r,Joe Stilgoe and Heidi Fardell celebrate Yuletide Classics,2025-12-19,background,Yalda,Hossein Tavakoli,2024,,False,,,,,,6Rw2PxP7oBWcPH1LrrpFUT,https://i.scdn.co/image/ab67616d0000485115ebba5a6fa4d5b828bdaf5c,4acbdaa7-8599-4a13-b6b1-8b0763686095,,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,featured,Wolf Totem,The HU,2020,,False,Dashka,folk metal,,,,7LSn5it9bQhJqyfEq1PM3l,https://i.scdn.co/image/ab67616d00004851a849f2dea216228f9039f3e9,16dfe7b6-c680-4d45-94a6-a31e12a8780d,4aca14c4-06d7-4847-bd81-4e6cf08458f1,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,featured,Daybreak (Lever du jour),Maurice Ravel,1995,,False,,impressionism,classical,classical piano,,5LPYWM3yyi5UpVYaI8AaMY,https://i.scdn.co/image/ab67616d00004851890586eb91e7afbb0085ae3a,cc6abeda-8442-4e46-8713-07de3eeba332,,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,featured,Stranger Things Theme,Kyle Dixon and Michael Stein,2022,,False,Kyle Dixon,,,,,11enQIjDbU8jJ49vwzAJbn,https://i.scdn.co/image/ab67616d000048512f7f4d2f54d42fd3289e47ce,dde1d77d-74f1-43e7-a87c-3afee05e5b06,a61d35fd-a477-44ad-bad5-8b9115c1c2c8,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,featured,Madeline,Lily Allen,2025,,False,,,,,,1GpM5w7maS7MGVkZdg6jPE,https://i.scdn.co/image/ab67616d0000485107c4d704774a55c087cb70c7,d32e9d0c-0bb0-4d8b-82f1-07730fe4cb96,,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,featured,Ex-Wives,SIX: The Musical,2018,,False,Toby Marlow,musicals,,,,03GBiorLGTk7T4IScIl4jj,https://i.scdn.co/image/ab67616d000048518c17fc44f2c95724e1af5891,c77ec81d-db61-499a-aad5-f57f007b8f07,6cd3fe95-9807-4b2c-ab7f-559b30470195,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,background,Music for 18 Musicians,Steve Reich,1998,,False,Steve Reich,minimalism,contemporary classical,,,1LWabh9wqLITaRpYe82PoD,https://i.scdn.co/image/ab67616d00004851b006c8c2be37c63d9549aa00,f052cdd9-ccb0-462f-9603-d9975f31b089,ca6d73c6-c59e-4903-a44c-208b451418a3,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,background,Creep,Radiohead,1993,,False,Colin Greenwood,art rock,alternative rock,,,70LcF31zb1H0PyJoS1Sx1r,https://i.scdn.co/image/ab67616d00004851ec548c00d3ac2f10be73366d,4bc78586-56ba-4473-bf35-87c1d79eff35,fa80b137-ebd1-3177-8fa4-416eb3ee52a2,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,background,The Lonely Goatherd,Julie Andrews,1965,,False,,musicals,,,,2KXPjCIpLgd59z7KSxVzh0,https://i.scdn.co/image/ab67616d00004851e60e9562d3562c6d6a88a994,f09d9706-6ded-480c-884d-28ca9d2be875,,spotify+musicbrainz,False,
109,m002n7ps,Katy Richardson and Ben Gernon head to Mongolia,2025-12-12,background,Morgul,Ay-Kherel,2004,,False,,bhajan,devotional,early music,,117LYiqZedGqZNzy3kPrt8,https://i.scdn.co/image/ab67616d00004851d547b725325f057a03f5f0b9,8a07874b-7e38-45bc-a128-9fb9cf8be16f,,spotify+musicbrainz,False,
